"","Country","Date","Total_Vaccinations","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths","Vaccine","Vaccinations_per_Type","Month","Death_Rate","Death_Rate_Level","Vaccine_Efficacy_Cases","Vaccine_Efficacy_Deaths"
"1","Argentina",2020-12-29,20487,"AMRO",12671,1654805,191,47946,"Moderna",2,"2020-12",1.38197568680004,"High",99.2342904450978,99.6016351729028
"2","Argentina",2020-12-29,20487,"AMRO",12671,1654805,191,47946,"Oxford/AstraZeneca",3,"2020-12",1.38197568680004,"High",99.2342904450978,99.6016351729028
"3","Argentina",2020-12-29,20487,"AMRO",12671,1654805,191,47946,"Sinopharm/Beijing",1,"2020-12",1.38197568680004,"High",99.2342904450978,99.6016351729028
"4","Argentina",2020-12-29,20487,"AMRO",12671,1654805,191,47946,"Sputnik V",20481,"2020-12",1.38197568680004,"High",99.2342904450978,99.6016351729028
"5","Argentina",2020-12-30,40589,"AMRO",12545,1667350,212,48158,"Moderna",2,"2020-12",1.38197568680004,"High",99.247608480523,99.5597823829893
"6","Argentina",2020-12-30,40589,"AMRO",12545,1667350,212,48158,"Oxford/AstraZeneca",3,"2020-12",1.38197568680004,"High",99.247608480523,99.5597823829893
"7","Argentina",2020-12-30,40589,"AMRO",12545,1667350,212,48158,"Sinopharm/Beijing",1,"2020-12",1.38197568680004,"High",99.247608480523,99.5597823829893
"8","Argentina",2020-12-30,40589,"AMRO",12545,1667350,212,48158,"Sputnik V",40583,"2020-12",1.38197568680004,"High",99.247608480523,99.5597823829893
"9","Argentina",2020-12-31,43394,"AMRO",6969,1674319,113,48271,"Moderna",2,"2020-12",1.38197568680004,"High",99.5837710734932,99.7659049947173
"10","Argentina",2020-12-31,43394,"AMRO",6969,1674319,113,48271,"Oxford/AstraZeneca",3,"2020-12",1.38197568680004,"High",99.5837710734932,99.7659049947173
"11","Argentina",2020-12-31,43394,"AMRO",6969,1674319,113,48271,"Sinopharm/Beijing",1,"2020-12",1.38197568680004,"High",99.5837710734932,99.7659049947173
"12","Argentina",2020-12-31,43394,"AMRO",6969,1674319,113,48271,"Sputnik V",43388,"2020-12",1.38197568680004,"High",99.5837710734932,99.7659049947173
"13","Argentina",2021-01-01,43521,"AMRO",3422,1677741,66,48337,"Moderna",2,"2021-01",0.235745949199885,"High",99.7960352640843,99.8634586341726
"14","Argentina",2021-01-01,43521,"AMRO",3422,1677741,66,48337,"Oxford/AstraZeneca",5,"2021-01",0.235745949199885,"High",99.7960352640843,99.8634586341726
"15","Argentina",2021-01-01,43521,"AMRO",3422,1677741,66,48337,"Sinopharm/Beijing",1,"2021-01",0.235745949199885,"High",99.7960352640843,99.8634586341726
"16","Argentina",2021-01-01,43521,"AMRO",3422,1677741,66,48337,"Sputnik V",43513,"2021-01",0.235745949199885,"High",99.7960352640843,99.8634586341726
"17","Argentina",2021-01-02,46833,"AMRO",7161,1684902,148,48485,"Moderna",2,"2021-01",0.235745949199885,"High",99.5749901181196,99.6947509539033
"18","Argentina",2021-01-02,46833,"AMRO",7161,1684902,148,48485,"Oxford/AstraZeneca",6,"2021-01",0.235745949199885,"High",99.5749901181196,99.6947509539033
"19","Argentina",2021-01-02,46833,"AMRO",7161,1684902,148,48485,"Sinopharm/Beijing",1,"2021-01",0.235745949199885,"High",99.5749901181196,99.6947509539033
"20","Argentina",2021-01-02,46833,"AMRO",7161,1684902,148,48485,"Sputnik V",46824,"2021-01",0.235745949199885,"High",99.5749901181196,99.6947509539033
"21","Argentina",2021-01-03,47275,"AMRO",5470,1690372,125,48610,"Moderna",2,"2021-01",0.235745949199885,"High",99.6764025906724,99.7428512651718
"22","Argentina",2021-01-03,47275,"AMRO",5470,1690372,125,48610,"Oxford/AstraZeneca",6,"2021-01",0.235745949199885,"High",99.6764025906724,99.7428512651718
"23","Argentina",2021-01-03,47275,"AMRO",5470,1690372,125,48610,"Sinopharm/Beijing",1,"2021-01",0.235745949199885,"High",99.6764025906724,99.7428512651718
"24","Argentina",2021-01-03,47275,"AMRO",5470,1690372,125,48610,"Sputnik V",47266,"2021-01",0.235745949199885,"High",99.6764025906724,99.7428512651718
"25","Argentina",2021-01-04,57735,"AMRO",14114,1704486,261,48871,"Moderna",2,"2021-01",0.235745949199885,"High",99.1719497842751,99.4659409465736
"26","Argentina",2021-01-04,57735,"AMRO",14114,1704486,261,48871,"Oxford/AstraZeneca",6,"2021-01",0.235745949199885,"High",99.1719497842751,99.4659409465736
"27","Argentina",2021-01-04,57735,"AMRO",14114,1704486,261,48871,"Sinopharm/Beijing",1,"2021-01",0.235745949199885,"High",99.1719497842751,99.4659409465736
"28","Argentina",2021-01-04,57735,"AMRO",14114,1704486,261,48871,"Sputnik V",57726,"2021-01",0.235745949199885,"High",99.1719497842751,99.4659409465736
"29","Argentina",2021-01-05,68458,"AMRO",14475,1718961,248,49119,"Moderna",2,"2021-01",0.235745949199885,"High",99.1579215584298,99.4951037276818
"30","Argentina",2021-01-05,68458,"AMRO",14475,1718961,248,49119,"Oxford/AstraZeneca",6,"2021-01",0.235745949199885,"High",99.1579215584298,99.4951037276818
"31","Argentina",2021-01-05,68458,"AMRO",14475,1718961,248,49119,"Sinopharm/Beijing",5,"2021-01",0.235745949199885,"High",99.1579215584298,99.4951037276818
"32","Argentina",2021-01-05,68458,"AMRO",14475,1718961,248,49119,"Sputnik V",68445,"2021-01",0.235745949199885,"High",99.1579215584298,99.4951037276818
"33","Argentina",2021-01-06,78567,"AMRO",13906,1732867,233,49352,"Moderna",2,"2021-01",0.235745949199885,"High",99.197514869866,99.5278813421948
"34","Argentina",2021-01-06,78567,"AMRO",13906,1732867,233,49352,"Oxford/AstraZeneca",6,"2021-01",0.235745949199885,"High",99.197514869866,99.5278813421948
"35","Argentina",2021-01-06,78567,"AMRO",13906,1732867,233,49352,"Sinopharm/Beijing",8,"2021-01",0.235745949199885,"High",99.197514869866,99.5278813421948
"36","Argentina",2021-01-06,78567,"AMRO",13906,1732867,233,49352,"Sputnik V",78551,"2021-01",0.235745949199885,"High",99.197514869866,99.5278813421948
"37","Argentina",2021-01-07,96788,"AMRO",14373,1747240,245,49597,"Moderna",2,"2021-01",0.235745949199885,"High",99.1773883381791,99.506018509184
"38","Argentina",2021-01-07,96788,"AMRO",14373,1747240,245,49597,"Oxford/AstraZeneca",7,"2021-01",0.235745949199885,"High",99.1773883381791,99.506018509184
"39","Argentina",2021-01-07,96788,"AMRO",14373,1747240,245,49597,"Sinopharm/Beijing",8,"2021-01",0.235745949199885,"High",99.1773883381791,99.506018509184
"40","Argentina",2021-01-07,96788,"AMRO",14373,1747240,245,49597,"Sputnik V",96771,"2021-01",0.235745949199885,"High",99.1773883381791,99.506018509184
"41","Argentina",2021-01-08,124669,"AMRO",13275,1760515,203,49800,"Moderna",2,"2021-01",0.235745949199885,"High",99.245959278961,99.5923694779116
"42","Argentina",2021-01-08,124669,"AMRO",13275,1760515,203,49800,"Oxford/AstraZeneca",7,"2021-01",0.235745949199885,"High",99.245959278961,99.5923694779116
"43","Argentina",2021-01-08,124669,"AMRO",13275,1760515,203,49800,"Sinopharm/Beijing",8,"2021-01",0.235745949199885,"High",99.245959278961,99.5923694779116
"44","Argentina",2021-01-08,124669,"AMRO",13275,1760515,203,49800,"Sputnik V",124652,"2021-01",0.235745949199885,"High",99.245959278961,99.5923694779116
"45","Argentina",2021-01-09,134878,"AMRO",8431,1768946,113,49913,"Moderna",2,"2021-01",0.235745949199885,"High",99.5233885036626,99.7736060745698
"46","Argentina",2021-01-09,134878,"AMRO",8431,1768946,113,49913,"Oxford/AstraZeneca",7,"2021-01",0.235745949199885,"High",99.5233885036626,99.7736060745698
"47","Argentina",2021-01-09,134878,"AMRO",8431,1768946,113,49913,"Sinopharm/Beijing",9,"2021-01",0.235745949199885,"High",99.5233885036626,99.7736060745698
"48","Argentina",2021-01-09,134878,"AMRO",8431,1768946,113,49913,"Sputnik V",134860,"2021-01",0.235745949199885,"High",99.5233885036626,99.7736060745698
"49","Argentina",2021-01-10,136053,"AMRO",6159,1775105,112,50025,"Moderna",2,"2021-01",0.235745949199885,"High",99.6530346092203,99.776111944028
"50","Argentina",2021-01-10,136053,"AMRO",6159,1775105,112,50025,"Oxford/AstraZeneca",7,"2021-01",0.235745949199885,"High",99.6530346092203,99.776111944028
"51","Argentina",2021-01-10,136053,"AMRO",6159,1775105,112,50025,"Sinopharm/Beijing",10,"2021-01",0.235745949199885,"High",99.6530346092203,99.776111944028
"52","Argentina",2021-01-10,136053,"AMRO",6159,1775105,112,50025,"Sputnik V",136034,"2021-01",0.235745949199885,"High",99.6530346092203,99.776111944028
"53","Argentina",2021-01-11,155877,"AMRO",13671,1788776,251,50276,"Moderna",2,"2021-01",0.235745949199885,"High",99.2357343792627,99.5007558278304
"54","Argentina",2021-01-11,155877,"AMRO",13671,1788776,251,50276,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.2357343792627,99.5007558278304
"55","Argentina",2021-01-11,155877,"AMRO",13671,1788776,251,50276,"Sinopharm/Beijing",11,"2021-01",0.235745949199885,"High",99.2357343792627,99.5007558278304
"56","Argentina",2021-01-11,155877,"AMRO",13671,1788776,251,50276,"Sputnik V",155856,"2021-01",0.235745949199885,"High",99.2357343792627,99.5007558278304
"57","Argentina",2021-01-12,175263,"AMRO",13312,1802088,227,50503,"Moderna",2,"2021-01",0.235745949199885,"High",99.261301334896,99.5505217511831
"58","Argentina",2021-01-12,175263,"AMRO",13312,1802088,227,50503,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.261301334896,99.5505217511831
"59","Argentina",2021-01-12,175263,"AMRO",13312,1802088,227,50503,"Sinopharm/Beijing",14,"2021-01",0.235745949199885,"High",99.261301334896,99.5505217511831
"60","Argentina",2021-01-12,175263,"AMRO",13312,1802088,227,50503,"Sputnik V",175239,"2021-01",0.235745949199885,"High",99.261301334896,99.5505217511831
"61","Argentina",2021-01-13,192029,"AMRO",12902,1814990,211,50714,"Moderna",2,"2021-01",0.235745949199885,"High",99.2891420889371,99.5839413179793
"62","Argentina",2021-01-13,192029,"AMRO",12902,1814990,211,50714,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.2891420889371,99.5839413179793
"63","Argentina",2021-01-13,192029,"AMRO",12902,1814990,211,50714,"Sinopharm/Beijing",18,"2021-01",0.235745949199885,"High",99.2891420889371,99.5839413179793
"64","Argentina",2021-01-13,192029,"AMRO",12902,1814990,211,50714,"Sputnik V",192001,"2021-01",0.235745949199885,"High",99.2891420889371,99.5839413179793
"65","Argentina",2021-01-14,208675,"AMRO",12373,1827363,228,50942,"Moderna",2,"2021-01",0.235745949199885,"High",99.3229040973249,99.5524321777708
"66","Argentina",2021-01-14,208675,"AMRO",12373,1827363,228,50942,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.3229040973249,99.5524321777708
"67","Argentina",2021-01-14,208675,"AMRO",12373,1827363,228,50942,"Sinopharm/Beijing",19,"2021-01",0.235745949199885,"High",99.3229040973249,99.5524321777708
"68","Argentina",2021-01-14,208675,"AMRO",12373,1827363,228,50942,"Sputnik V",208646,"2021-01",0.235745949199885,"High",99.3229040973249,99.5524321777708
"69","Argentina",2021-01-15,226110,"AMRO",11433,1838796,175,51117,"Moderna",2,"2021-01",0.235745949199885,"High",99.3782344534141,99.6576481405403
"70","Argentina",2021-01-15,226110,"AMRO",11433,1838796,175,51117,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.3782344534141,99.6576481405403
"71","Argentina",2021-01-15,226110,"AMRO",11433,1838796,175,51117,"Sinopharm/Beijing",19,"2021-01",0.235745949199885,"High",99.3782344534141,99.6576481405403
"72","Argentina",2021-01-15,226110,"AMRO",11433,1838796,175,51117,"Sputnik V",226081,"2021-01",0.235745949199885,"High",99.3782344534141,99.6576481405403
"73","Argentina",2021-01-16,231993,"AMRO",8526,1847322,124,51241,"Moderna",2,"2021-01",0.235745949199885,"High",99.5384670349836,99.7580062840304
"74","Argentina",2021-01-16,231993,"AMRO",8526,1847322,124,51241,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.5384670349836,99.7580062840304
"75","Argentina",2021-01-16,231993,"AMRO",8526,1847322,124,51241,"Sinopharm/Beijing",19,"2021-01",0.235745949199885,"High",99.5384670349836,99.7580062840304
"76","Argentina",2021-01-16,231993,"AMRO",8526,1847322,124,51241,"Sputnik V",231964,"2021-01",0.235745949199885,"High",99.5384670349836,99.7580062840304
"77","Argentina",2021-01-17,233054,"AMRO",5729,1853051,84,51325,"Moderna",2,"2021-01",0.235745949199885,"High",99.6908341972239,99.8363370677058
"78","Argentina",2021-01-17,233054,"AMRO",5729,1853051,84,51325,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.6908341972239,99.8363370677058
"79","Argentina",2021-01-17,233054,"AMRO",5729,1853051,84,51325,"Sinopharm/Beijing",19,"2021-01",0.235745949199885,"High",99.6908341972239,99.8363370677058
"80","Argentina",2021-01-17,233054,"AMRO",5729,1853051,84,51325,"Sputnik V",233025,"2021-01",0.235745949199885,"High",99.6908341972239,99.8363370677058
"81","Argentina",2021-01-18,242885,"AMRO",13018,1866069,229,51554,"Moderna",2,"2021-01",0.235745949199885,"High",99.3023837810928,99.5558055630989
"82","Argentina",2021-01-18,242885,"AMRO",13018,1866069,229,51554,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.3023837810928,99.5558055630989
"83","Argentina",2021-01-18,242885,"AMRO",13018,1866069,229,51554,"Sinopharm/Beijing",19,"2021-01",0.235745949199885,"High",99.3023837810928,99.5558055630989
"84","Argentina",2021-01-18,242885,"AMRO",13018,1866069,229,51554,"Sputnik V",242856,"2021-01",0.235745949199885,"High",99.3023837810928,99.5558055630989
"85","Argentina",2021-01-19,256132,"AMRO",12690,1878759,227,51781,"Moderna",2,"2021-01",0.235745949199885,"High",99.3245541338724,99.5616152642861
"86","Argentina",2021-01-19,256132,"AMRO",12690,1878759,227,51781,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.3245541338724,99.5616152642861
"87","Argentina",2021-01-19,256132,"AMRO",12690,1878759,227,51781,"Sinopharm/Beijing",20,"2021-01",0.235745949199885,"High",99.3245541338724,99.5616152642861
"88","Argentina",2021-01-19,256132,"AMRO",12690,1878759,227,51781,"Sputnik V",256102,"2021-01",0.235745949199885,"High",99.3245541338724,99.5616152642861
"89","Argentina",2021-01-20,275552,"AMRO",12618,1891377,167,51948,"Moderna",2,"2021-01",0.235745949199885,"High",99.3328670064191,99.6785246785247
"90","Argentina",2021-01-20,275552,"AMRO",12618,1891377,167,51948,"Oxford/AstraZeneca",8,"2021-01",0.235745949199885,"High",99.3328670064191,99.6785246785247
"91","Argentina",2021-01-20,275552,"AMRO",12618,1891377,167,51948,"Sinopharm/Beijing",20,"2021-01",0.235745949199885,"High",99.3328670064191,99.6785246785247
"92","Argentina",2021-01-20,275552,"AMRO",12618,1891377,167,51948,"Sputnik V",275522,"2021-01",0.235745949199885,"High",99.3328670064191,99.6785246785247
"93","Argentina",2021-01-21,289666,"AMRO",12865,1904242,221,52169,"Moderna",2,"2021-01",0.235745949199885,"High",99.324403095825,99.5763767754797
"94","Argentina",2021-01-21,289666,"AMRO",12865,1904242,221,52169,"Oxford/AstraZeneca",13,"2021-01",0.235745949199885,"High",99.324403095825,99.5763767754797
"95","Argentina",2021-01-21,289666,"AMRO",12865,1904242,221,52169,"Sinopharm/Beijing",22,"2021-01",0.235745949199885,"High",99.324403095825,99.5763767754797
"96","Argentina",2021-01-21,289666,"AMRO",12865,1904242,221,52169,"Sputnik V",289629,"2021-01",0.235745949199885,"High",99.324403095825,99.5763767754797
"97","Argentina",2021-01-22,298880,"AMRO",14333,1918575,202,52371,"Moderna",2,"2021-01",0.235745949199885,"High",99.2529351211185,99.6142903515304
"98","Argentina",2021-01-22,298880,"AMRO",14333,1918575,202,52371,"Oxford/AstraZeneca",16,"2021-01",0.235745949199885,"High",99.2529351211185,99.6142903515304
"99","Argentina",2021-01-22,298880,"AMRO",14333,1918575,202,52371,"Sinopharm/Beijing",23,"2021-01",0.235745949199885,"High",99.2529351211185,99.6142903515304
"100","Argentina",2021-01-22,298880,"AMRO",14333,1918575,202,52371,"Sputnik V",298839,"2021-01",0.235745949199885,"High",99.2529351211185,99.6142903515304
"101","Argentina",2021-01-23,302824,"AMRO",8509,1927084,128,52499,"Moderna",2,"2021-01",0.235745949199885,"High",99.5584520446436,99.7561858321111
"102","Argentina",2021-01-23,302824,"AMRO",8509,1927084,128,52499,"Oxford/AstraZeneca",21,"2021-01",0.235745949199885,"High",99.5584520446436,99.7561858321111
"103","Argentina",2021-01-23,302824,"AMRO",8509,1927084,128,52499,"Sinopharm/Beijing",23,"2021-01",0.235745949199885,"High",99.5584520446436,99.7561858321111
"104","Argentina",2021-01-23,302824,"AMRO",8509,1927084,128,52499,"Sputnik V",302778,"2021-01",0.235745949199885,"High",99.5584520446436,99.7561858321111
"105","Argentina",2021-01-24,303127,"AMRO",5283,1932367,86,52585,"Moderna",2,"2021-01",0.235745949199885,"High",99.7266047288119,99.8364552629077
"106","Argentina",2021-01-24,303127,"AMRO",5283,1932367,86,52585,"Oxford/AstraZeneca",22,"2021-01",0.235745949199885,"High",99.7266047288119,99.8364552629077
"107","Argentina",2021-01-24,303127,"AMRO",5283,1932367,86,52585,"Sinopharm/Beijing",23,"2021-01",0.235745949199885,"High",99.7266047288119,99.8364552629077
"108","Argentina",2021-01-24,303127,"AMRO",5283,1932367,86,52585,"Sputnik V",303080,"2021-01",0.235745949199885,"High",99.7266047288119,99.8364552629077
"109","Argentina",2021-01-25,317336,"AMRO",12323,1944690,241,52826,"Moderna",2,"2021-01",0.235745949199885,"High",99.3663257382925,99.5437852572597
"110","Argentina",2021-01-25,317336,"AMRO",12323,1944690,241,52826,"Oxford/AstraZeneca",30,"2021-01",0.235745949199885,"High",99.3663257382925,99.5437852572597
"111","Argentina",2021-01-25,317336,"AMRO",12323,1944690,241,52826,"Sinopharm/Beijing",23,"2021-01",0.235745949199885,"High",99.3663257382925,99.5437852572597
"112","Argentina",2021-01-25,317336,"AMRO",12323,1944690,241,52826,"Sputnik V",317281,"2021-01",0.235745949199885,"High",99.3663257382925,99.5437852572597
"113","Argentina",2021-01-26,330141,"AMRO",10910,1955600,188,53014,"Moderna",2,"2021-01",0.235745949199885,"High",99.4421149519329,99.645376692949
"114","Argentina",2021-01-26,330141,"AMRO",10910,1955600,188,53014,"Oxford/AstraZeneca",68,"2021-01",0.235745949199885,"High",99.4421149519329,99.645376692949
"115","Argentina",2021-01-26,330141,"AMRO",10910,1955600,188,53014,"Sinopharm/Beijing",24,"2021-01",0.235745949199885,"High",99.4421149519329,99.645376692949
"116","Argentina",2021-01-26,330141,"AMRO",10910,1955600,188,53014,"Sputnik V",330047,"2021-01",0.235745949199885,"High",99.4421149519329,99.645376692949
"117","Argentina",2021-01-27,340245,"AMRO",10348,1965948,181,53195,"Moderna",2,"2021-01",0.235745949199885,"High",99.4736381633695,99.6597424569978
"118","Argentina",2021-01-27,340245,"AMRO",10348,1965948,181,53195,"Oxford/AstraZeneca",70,"2021-01",0.235745949199885,"High",99.4736381633695,99.6597424569978
"119","Argentina",2021-01-27,340245,"AMRO",10348,1965948,181,53195,"Sinopharm/Beijing",24,"2021-01",0.235745949199885,"High",99.4736381633695,99.6597424569978
"120","Argentina",2021-01-27,340245,"AMRO",10348,1965948,181,53195,"Sputnik V",340149,"2021-01",0.235745949199885,"High",99.4736381633695,99.6597424569978
"121","Argentina",2021-01-28,356295,"AMRO",8817,1974765,179,53374,"Moderna",2,"2021-01",0.235745949199885,"High",99.5535164943677,99.6646307190767
"122","Argentina",2021-01-28,356295,"AMRO",8817,1974765,179,53374,"Oxford/AstraZeneca",70,"2021-01",0.235745949199885,"High",99.5535164943677,99.6646307190767
"123","Argentina",2021-01-28,356295,"AMRO",8817,1974765,179,53374,"Sinopharm/Beijing",24,"2021-01",0.235745949199885,"High",99.5535164943677,99.6646307190767
"124","Argentina",2021-01-28,356295,"AMRO",8817,1974765,179,53374,"Sputnik V",356199,"2021-01",0.235745949199885,"High",99.5535164943677,99.6646307190767
"125","Argentina",2021-01-29,379788,"AMRO",9057,1983822,168,53542,"Moderna",2,"2021-01",0.235745949199885,"High",99.5434570238661,99.6862276343805
"126","Argentina",2021-01-29,379788,"AMRO",9057,1983822,168,53542,"Oxford/AstraZeneca",71,"2021-01",0.235745949199885,"High",99.5434570238661,99.6862276343805
"127","Argentina",2021-01-29,379788,"AMRO",9057,1983822,168,53542,"Sinopharm/Beijing",24,"2021-01",0.235745949199885,"High",99.5434570238661,99.6862276343805
"128","Argentina",2021-01-29,379788,"AMRO",9057,1983822,168,53542,"Sputnik V",379691,"2021-01",0.235745949199885,"High",99.5434570238661,99.6862276343805
"129","Argentina",2021-01-30,389100,"AMRO",5508,1989330,103,53645,"Moderna",2,"2021-01",0.235745949199885,"High",99.7231228604605,99.8079970174294
"130","Argentina",2021-01-30,389100,"AMRO",5508,1989330,103,53645,"Oxford/AstraZeneca",71,"2021-01",0.235745949199885,"High",99.7231228604605,99.8079970174294
"131","Argentina",2021-01-30,389100,"AMRO",5508,1989330,103,53645,"Sinopharm/Beijing",24,"2021-01",0.235745949199885,"High",99.7231228604605,99.8079970174294
"132","Argentina",2021-01-30,389100,"AMRO",5508,1989330,103,53645,"Sputnik V",389003,"2021-01",0.235745949199885,"High",99.7231228604605,99.8079970174294
"133","Argentina",2021-01-31,389724,"AMRO",4222,1993552,71,53716,"Moderna",2,"2021-01",0.235745949199885,"High",99.7882172122924,99.8678233673393
"134","Argentina",2021-01-31,389724,"AMRO",4222,1993552,71,53716,"Oxford/AstraZeneca",71,"2021-01",0.235745949199885,"High",99.7882172122924,99.8678233673393
"135","Argentina",2021-01-31,389724,"AMRO",4222,1993552,71,53716,"Sinopharm/Beijing",25,"2021-01",0.235745949199885,"High",99.7882172122924,99.8678233673393
"136","Argentina",2021-01-31,389724,"AMRO",4222,1993552,71,53716,"Sputnik V",389626,"2021-01",0.235745949199885,"High",99.7882172122924,99.8678233673393
"137","Argentina",2021-02-01,409245,"AMRO",9418,2002970,180,53896,"Moderna",2,"2021-02",0.0746973181252559,"High",99.5297982495993,99.6660234525753
"138","Argentina",2021-02-01,409245,"AMRO",9418,2002970,180,53896,"Oxford/AstraZeneca",89,"2021-02",0.0746973181252559,"High",99.5297982495993,99.6660234525753
"139","Argentina",2021-02-01,409245,"AMRO",9418,2002970,180,53896,"Sinopharm/Beijing",25,"2021-02",0.0746973181252559,"High",99.5297982495993,99.6660234525753
"140","Argentina",2021-02-01,409245,"AMRO",9418,2002970,180,53896,"Sputnik V",409129,"2021-02",0.0746973181252559,"High",99.5297982495993,99.6660234525753
"141","Argentina",2021-02-02,433116,"AMRO",9031,2012001,167,54063,"Moderna",2,"2021-02",0.0746973181252559,"High",99.5511433642429,99.6911011227642
"142","Argentina",2021-02-02,433116,"AMRO",9031,2012001,167,54063,"Oxford/AstraZeneca",122,"2021-02",0.0746973181252559,"High",99.5511433642429,99.6911011227642
"143","Argentina",2021-02-02,433116,"AMRO",9031,2012001,167,54063,"Sinopharm/Beijing",25,"2021-02",0.0746973181252559,"High",99.5511433642429,99.6911011227642
"144","Argentina",2021-02-02,433116,"AMRO",9031,2012001,167,54063,"Sputnik V",432967,"2021-02",0.0746973181252559,"High",99.5511433642429,99.6911011227642
"145","Argentina",2021-02-03,459724,"AMRO",8884,2020885,131,54194,"Moderna",2,"2021-02",0.0746973181252559,"High",99.5603906209408,99.7582758238919
"146","Argentina",2021-02-03,459724,"AMRO",8884,2020885,131,54194,"Oxford/AstraZeneca",130,"2021-02",0.0746973181252559,"High",99.5603906209408,99.7582758238919
"147","Argentina",2021-02-03,459724,"AMRO",8884,2020885,131,54194,"Sinopharm/Beijing",28,"2021-02",0.0746973181252559,"High",99.5603906209408,99.7582758238919
"148","Argentina",2021-02-03,459724,"AMRO",8884,2020885,131,54194,"Sputnik V",459564,"2021-02",0.0746973181252559,"High",99.5603906209408,99.7582758238919
"149","Argentina",2021-02-04,487837,"AMRO",8126,2029011,172,54366,"Moderna",2,"2021-02",0.0746973181252559,"High",99.5995093175936,99.683625795534
"150","Argentina",2021-02-04,487837,"AMRO",8126,2029011,172,54366,"Oxford/AstraZeneca",135,"2021-02",0.0746973181252559,"High",99.5995093175936,99.683625795534
"151","Argentina",2021-02-04,487837,"AMRO",8126,2029011,172,54366,"Sinopharm/Beijing",51,"2021-02",0.0746973181252559,"High",99.5995093175936,99.683625795534
"152","Argentina",2021-02-04,487837,"AMRO",8126,2029011,172,54366,"Sputnik V",487649,"2021-02",0.0746973181252559,"High",99.5995093175936,99.683625795534
"153","Argentina",2021-02-05,520859,"AMRO",7916,2036927,147,54513,"CanSino",3,"2021-02",0.0746973181252559,"High",99.6113753708405,99.7303395520335
"154","Argentina",2021-02-05,520859,"AMRO",7916,2036927,147,54513,"Moderna",2,"2021-02",0.0746973181252559,"High",99.6113753708405,99.7303395520335
"155","Argentina",2021-02-05,520859,"AMRO",7916,2036927,147,54513,"Oxford/AstraZeneca",140,"2021-02",0.0746973181252559,"High",99.6113753708405,99.7303395520335
"156","Argentina",2021-02-05,520859,"AMRO",7916,2036927,147,54513,"Sinopharm/Beijing",58,"2021-02",0.0746973181252559,"High",99.6113753708405,99.7303395520335
"157","Argentina",2021-02-05,520859,"AMRO",7916,2036927,147,54513,"Sputnik V",520656,"2021-02",0.0746973181252559,"High",99.6113753708405,99.7303395520335
"158","Argentina",2021-02-06,531783,"AMRO",4624,2041551,84,54597,"CanSino",3,"2021-02",0.0746973181252559,"High",99.7735055357422,99.846145392604
"159","Argentina",2021-02-06,531783,"AMRO",4624,2041551,84,54597,"Moderna",2,"2021-02",0.0746973181252559,"High",99.7735055357422,99.846145392604
"160","Argentina",2021-02-06,531783,"AMRO",4624,2041551,84,54597,"Oxford/AstraZeneca",140,"2021-02",0.0746973181252559,"High",99.7735055357422,99.846145392604
"161","Argentina",2021-02-06,531783,"AMRO",4624,2041551,84,54597,"Sinopharm/Beijing",62,"2021-02",0.0746973181252559,"High",99.7735055357422,99.846145392604
"162","Argentina",2021-02-06,531783,"AMRO",4624,2041551,84,54597,"Sputnik V",531576,"2021-02",0.0746973181252559,"High",99.7735055357422,99.846145392604
"163","Argentina",2021-02-07,533166,"AMRO",3270,2044821,67,54664,"CanSino",3,"2021-02",0.0746973181252559,"High",99.8400838019563,99.8774330455144
"164","Argentina",2021-02-07,533166,"AMRO",3270,2044821,67,54664,"Moderna",2,"2021-02",0.0746973181252559,"High",99.8400838019563,99.8774330455144
"165","Argentina",2021-02-07,533166,"AMRO",3270,2044821,67,54664,"Oxford/AstraZeneca",140,"2021-02",0.0746973181252559,"High",99.8400838019563,99.8774330455144
"166","Argentina",2021-02-07,533166,"AMRO",3270,2044821,67,54664,"Sinopharm/Beijing",66,"2021-02",0.0746973181252559,"High",99.8400838019563,99.8774330455144
"167","Argentina",2021-02-07,533166,"AMRO",3270,2044821,67,54664,"Sputnik V",532955,"2021-02",0.0746973181252559,"High",99.8400838019563,99.8774330455144
"168","Argentina",2021-02-08,556582,"AMRO",7945,2052766,181,54845,"CanSino",3,"2021-02",0.0746973181252559,"High",99.6129612435124,99.6699790318169
"169","Argentina",2021-02-08,556582,"AMRO",7945,2052766,181,54845,"Moderna",2,"2021-02",0.0746973181252559,"High",99.6129612435124,99.6699790318169
"170","Argentina",2021-02-08,556582,"AMRO",7945,2052766,181,54845,"Oxford/AstraZeneca",142,"2021-02",0.0746973181252559,"High",99.6129612435124,99.6699790318169
